"Year","Month","State","Genus Species","Serotype or Genotype","Etiology Status","Location of Preparation","Illnesses","Hospitalizations","Deaths","Food Vehicle","Contaminated Ingredient"
2003,10,"Minnesota","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",30,10,0,"french toast, unspecified","egg"
2003,6,"Florida","Salmonella enterica","Typhimurium","Confirmed","Restaurant - other or unknown type",30,3,NA,"barbecue sauce",NA
2003,3,"Washington","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",47,1,0,"ice cream, fried; eggs, other",NA
2003,8,"California","Salmonella enterica","Schwarzengrund","Confirmed","Private home/residence",29,4,0,"multiple foods; spaghetti, unspecified",NA
2003,10,"North Carolina","Salmonella enterica","Montevideo","Confirmed","Restaurant - other or unknown type",25,2,0,"bbq, unspecified",NA
2003,10,"California","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",76,9,0,"deli meat, multiple",NA
2003,9,"California","Escherichia coli","O157:H7","Confirmed","Restaurant - other or unknown type; School/college/university",51,11,0,"lettuce-based salads unspecified",NA
2003,9,"California","Shiga toxin-producing","O157:H7","Confirmed","Restaurant - other or unknown type; School/college/university",51,11,0,"lettuce-based salads unspecified",NA
2002,4,"Multistate","Salmonella enterica","Poona","Confirmed","Private home/residence; Grocery store; Long-term care/nursing home/assisted living facility",48,10,NA,"cantaloupe",NA
2003,7,"Massachusetts","Salmonella enterica","Newport; Muenster; Heidelberg","Confirmed; Suspected; Suspected","Prison/jail",39,2,0,"chicken, baked",NA
2003,7,"Massachusetts","Salmonella enterica","Newport; Muenster; Heidelberg","Confirmed; Suspected; Suspected","Prison/jail",39,2,0,"chicken, baked",NA
2003,7,"Massachusetts","Salmonella enterica","Newport; Muenster; Heidelberg","Confirmed; Suspected; Suspected","Prison/jail",39,2,0,"chicken, baked",NA
2003,5,"New Mexico","Salmonella enterica","Kiambu","Confirmed","Other (describe in remarks)",23,0,0,"beef, jerky",NA
2003,3,"Oregon","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",37,0,0,"sandwich, french dip; salad, unspecified",NA
2003,11,"Massachusetts","Salmonella enterica","Newport","Confirmed","Other (describe in remarks)",35,NA,0,"chicken and rice",NA
2002,7,"Multistate","Salmonella enterica","Newport","Confirmed","Restaurant - other or unknown type; Hospital; School/college/university",510,43,0,"tomato, unspecified",NA
2002,6,"Multistate","Escherichia coli","O157:H7","Confirmed","Unknown",47,19,1,"ground beef, unspecified",NA
2002,6,"Multistate","Shiga toxin-producing","O157:H7","Confirmed","Unknown",47,19,1,"ground beef, unspecified",NA
2002,8,"Multistate","Escherichia coli","O157:H7","Confirmed","Unknown",74,NA,0,"ground beef, unspecified",NA
2002,8,"Multistate","Shiga toxin-producing","O157:H7","Confirmed","Unknown",74,NA,0,"ground beef, unspecified",NA
2004,3,"Maryland","Norovirus Genogroup I","GI_1","Confirmed","Caterer (food prepared off-site from where served)",49,1,0,"seafood salad",NA
2003,10,"Alaska","Salmonella enterica","Typhimurium","Confirmed","Private home/residence; School/college/university",47,2,0,"ground beef, other",NA
2003,8,"Missouri","Salmonella enterica","Thompson","Confirmed","Caterer (food prepared off-site from where served)",84,NA,NA,"chicken, other; cream sauce, unspecified",NA
2004,2,"Florida","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",148,NA,NA,"water; lettuce-based salads unspecified",NA
2004,2,"Florida","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",76,0,0,"house salad",NA
2004,1,"Florida","Norovirus Genogroup II","unknown","Confirmed","Other (describe in remarks)",102,3,0,"pie, cream; tap water; house salad",NA
2004,2,"Florida","Salmonella enterica","unknown","Suspected","Religious facility",27,NA,NA,"multiple foods",NA
2004,5,"Connecticut","Norovirus Genogroup II","GII_3","Confirmed","Restaurant - other or unknown type",30,0,0,"cake, tiramisu",NA
2004,1,"Florida","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",94,0,0,"multiple foods",NA
2002,2,"Multistate","Salmonella enterica","Newport","Confirmed","Private home/residence",47,12,1,"ground beef, unspecified",NA
2004,5,"Hawaii","Salmonella enterica","Amager","Confirmed","Other (describe in remarks)",31,0,0,"ethnic style, unspecified; pork, other; cake, unspecified","pork; pork; egg"
2003,7,"Texas","Salmonella enterica","Heidelberg","Confirmed","Prison/jail",517,NA,NA,"chicken, baked; green pea salad","chicken; egg"
2004,6,"Illinois","Salmonella enterica","Infantis","Confirmed","Grocery store",60,5,0,"salsa, unspecified",NA
2004,5,"Minnesota","Salmonella enterica","Agona","Confirmed","Private home/residence",24,6,0,"sandwich, turkey",NA
2003,8,"Texas","Salmonella enterica","Group C1","Confirmed","Prison/jail",250,0,0,"multiple foods",NA
2003,4,"Pennsylvania","Salmonella enterica","Typhimurium","Confirmed","Private home/residence",67,2,0,"eggs, unspecified; soup, chicken; soup, mushroom",NA
2003,5,"Virginia","Norovirus Genogroup II","unknown","Confirmed","Unknown",58,NA,NA,"butter; carrots, unspecified",NA
2004,6,"Maryland","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",50,0,0,"sandwich, deli",NA
2003,6,"Virginia","Norovirus Genogroup II","unknown","Confirmed","Other (describe in remarks)",45,NA,NA,"mixed vegetables, unspecified",NA
2004,6,"Maryland","Norovirus Genogroup I","unknown","Confirmed","Restaurant - other or unknown type",28,0,0,"soup, cream of crab",NA
2004,6,"New York","Salmonella enterica","Hadar","Confirmed","Restaurant - other or unknown type; Caterer (food prepared off-site from where served)",42,14,0,"chicken, baked","chicken"
2004,7,"Minnesota","Escherichia coli","O157:H7","Confirmed","Religious facility",70,1,0,"spaghetti, unspecified","beef"
2004,7,"Minnesota","Shiga toxin-producing","O157:H7","Confirmed","Religious facility",70,1,0,"spaghetti, unspecified","beef"
2003,1,"Multistate","Salmonella enterica","Newport","Confirmed","Restaurant - other or unknown type; Private home/residence; Caterer (food prepared off-site from where served); Grocery store; Long-term care/nursing home/assisted living facility; Hospital",68,13,2,"honeydew melon",NA
2003,5,"Multistate","Salmonella enterica","Muenchen","Confirmed","Private home/residence; Grocery store; Child day care",58,15,NA,"cantaloupe; honeydew melon",NA
2003,10,"Multistate","Salmonella enterica","Typhimurium","Confirmed","Restaurant - other or unknown type; Private home/residence",56,11,0,"ground beef, hamburger; ground beef, meatballs",NA
2003,11,"Multistate","Salmonella enterica","Saintpaul","Confirmed","Restaurant - other or unknown type",33,15,NA,"tomato, unspecified; chicken, unspecified; iceberg lettuce, unspecified",NA
2003,11,"Multistate","Salmonella enterica","Chester","Confirmed","Restaurant - other or unknown type; Private home/residence; Grocery store",26,3,1,"alfalfa sprouts",NA
2003,9,"Multistate","Salmonella enterica","Typhimurium","Confirmed","Other (describe in remarks)",22,2,0,"egg salad/egg salad sandwich",NA
2003,6,"Multistate","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type; Grocery store",40,1,0,"potato salad",NA
2004,6,"North Carolina","Salmonella enterica","Javiana","Confirmed","Caterer (food prepared off-site from where served)",60,1,0,"beans, baked",NA
2004,2,"California","Salmonella enterica","Heidelberg","Confirmed","Restaurant - other or unknown type",78,2,0,"sandwich, turkey","turkey"
2004,6,"California","Salmonella enterica","Thompson","Confirmed","Prison/jail",22,0,0,"sope; beans, unspecified",NA
2004,2,"California","Salmonella enterica","unknown","Suspected","Restaurant - other or unknown type",25,0,0,"chicken, bbq","chicken"
2004,6,"California","Salmonella enterica","Newport","Confirmed","Other (describe in remarks)",100,5,0,"other milk, pasteurized",NA
2004,9,"New York","Salmonella enterica","Anatum","Confirmed","Fair, festival, other temp or mobile services",108,0,0,"roast beef, other","beef"
2004,9,"New York","Escherichia coli","O111;","Confirmed; Confirmed","Other (describe in remarks)",212,14,0,"apple cider, unpasteurized","fruit, unspecified"
2004,9,"New York","Shiga toxin-producing","O111;","Confirmed; Confirmed","Other (describe in remarks)",212,14,0,"apple cider, unpasteurized","fruit, unspecified"
2003,3,"Multistate","Salmonella enterica","Enteritidis","Confirmed","Other (describe in remarks)",42,10,1,"nuts, almonds",NA
2003,12,"Virginia","Salmonella enterica","Typhimurium","Confirmed","Other (describe in remarks)",59,2,0,"beef, other",NA
2004,11,"Minnesota","Salmonella enterica","Newport","Confirmed","Restaurant - other or unknown type",49,8,0,"turkey and gravy","turkey"
2004,11,"Florida","Norovirus Genogroup II","unknown","Suspected","Caterer (food prepared off-site from where served)",43,0,0,"multiple foods",NA
2004,6,"Utah","Norovirus Genogroup I","unknown; unknown","Confirmed; Confirmed","Office/indoor workplace; Camp; Other (describe in remarks)",90,0,0,"water; pastry, unspecified; ice",NA
2004,6,"Utah","Norovirus Genogroup II","unknown; unknown","Confirmed; Confirmed","Office/indoor workplace; Camp; Other (describe in remarks)",90,0,0,"water; pastry, unspecified; ice",NA
2004,7,"California","Salmonella enterica","Anatum","Confirmed","Private home/residence",26,3,0,"spaghetti, unspecified",NA
2004,9,"North Carolina","Salmonella enterica","Enteritidis","Confirmed","Private home/residence",30,14,0,"rutabaga","pork"
2004,11,"Florida","Salmonella enterica","unknown","Suspected","Caterer (food prepared off-site from where served)",26,NA,NA,"potato, unspecified",NA
2004,12,"Wisconsin","Salmonella enterica","Typhimurium","Confirmed","Prison/jail",21,2,0,"chicken, baked",NA
2004,7,"Ohio","Salmonella enterica","Group B","Confirmed","Private home/residence",22,4,0,"chicken, roasted",NA
2004,7,"Ohio","Salmonella enterica","Roterberg","Confirmed; Confirmed","Caterer (food prepared off-site from where served)",57,1,0,"chicken picata",NA
2005,2,"Tennessee","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",34,9,0,"ground beef, cheeseburger; chicken, other",NA
2004,11,"California","Salmonella enterica","Thompson","Confirmed","Restaurant - other or unknown type",100,0,0,"chicken, other","chicken"
2004,9,"Florida","Salmonella enterica","Javiana","Confirmed","Restaurant - other or unknown type",24,5,0,"green salad",NA
2005,3,"Tennessee","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",23,1,0,"house salad; pasta-based salads unspecified; meat/egg-based salads, unspecified",NA
2004,11,"California","Salmonella enterica","Typhimurium","Confirmed","Private home/residence; Other (describe in remarks)",23,8,0,"turkey, unspecified","turkey"
2003,8,"California","Salmonella enterica","Typhimurium","Confirmed","Grocery store; Other (describe in remarks)",50,7,0,"queso fresco, unpasteurized","cheese"
2005,4,"Nebraska","Salmonella enterica","Uganda","Confirmed","Caterer (food prepared off-site from where served); Other (describe in remarks)",61,2,0,"pork, smoked",NA
2005,4,"South Carolina","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",35,15,0,"macaroni and cheese",NA
2005,4,"Georgia","Salmonella enterica","Enteritidis","Confirmed","Other (describe in remarks)",38,2,0,"shell eggs, scrambled hard","egg"
2005,5,"New York","Salmonella enterica","Infantis; ; London","Confirmed; Confirmed; Confirmed","Restaurant - other or unknown type; Private home/residence",35,0,0,"potato salad","root (eg. potato)"
2005,5,"New York","Salmonella enterica","Infantis; ; London","Confirmed; Confirmed; Confirmed","Restaurant - other or unknown type; Private home/residence",35,0,0,"potato salad","root (eg. potato)"
2005,5,"Illinois","Salmonella enterica","Typhimurium","Confirmed","Restaurant - other or unknown type",162,NA,0,"sauces, unspecified; fajita, unspecified; guacamole",NA
2005,2,"California","Salmonella enterica","Typhimurium","Confirmed","Other (describe in remarks)",57,8,0,"cake, unspecified",NA
2005,4,"Michigan","Salmonella enterica","Enteritidis","Confirmed","Caterer (food prepared off-site from where served)",25,4,0,"eclair, unspecified",NA
2005,6,"Georgia","Salmonella enterica","Enteritidis","Confirmed","Caterer (food prepared off-site from where served)",61,7,0,"stuffing/dressing; gravy, chicken; chicken, other","chicken"
2005,5,"South Carolina","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",304,56,1,"turkey, baked",NA
2005,5,"Utah","Salmonella enterica","Enteritidis","Confirmed","Private home/residence",126,15,0,"cantaloupe; chicken, bbq; corned beef, unspecified",NA
2005,7,"New York","Salmonella enterica","Newport","Confirmed","Restaurant - other or unknown type; Private home/residence; Fair, festival, other temp or mobile services; Grocery store; School/college/university; Other (describe in remarks)",27,2,0,"onion, unspecified; tomato, unspecified","root (eg. potato); vine-stalk eg. tomato"
2005,7,"Colorado","Salmonella enterica","Typhimurium var Cope","Confirmed","Restaurant - other or unknown type",25,0,0,"sushi, unspecified",NA
2005,10,"Georgia","Salmonella enterica","Heidelberg","Confirmed","Private home/residence; Religious facility",35,9,0,"turkey, roasted; stuffing/gravy",NA
2005,7,"Florida","Norovirus Genogroup I","GI_1","Confirmed","Restaurant - other or unknown type",33,0,0,"multiple foods",NA
2005,9,"New York","Salmonella enterica","Enteritidis","Confirmed","Grocery store",25,1,0,"sandwich, deli",NA
2005,6,"Virginia","Salmonella enterica","Hartford","Confirmed","Religious facility",40,1,0,"sandwich, beef","ground beef"
2005,12,"Connecticut","Norovirus Genogroup II","unknown","Confirmed","Banquet Facility (food prepared and served on-site)",23,1,0,"steak, prime rib",NA
2004,12,"Virginia","Salmonella enterica","Weltevreden;","Confirmed; Confirmed","Other (describe in remarks)",63,NA,NA,"tuna, unspecified",NA
2004,12,"Virginia","Salmonella enterica","Weltevreden;","Confirmed; Confirmed","Other (describe in remarks)",63,NA,NA,"tuna, unspecified",NA
2005,8,"California","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",30,2,0,"salsa, unspecified",NA
2005,12,"Georgia","Salmonella enterica","Heidelberg","Confirmed","Restaurant - other or unknown type",34,7,0,"hollandaise sauce","butter; egg"
2005,6,"California","Salmonella enterica","Heidelberg; Saintpaul; Brandenburg","Confirmed; Confirmed; Confirmed","Prison/jail",157,1,0,"spread/filling, other","egg"
2005,6,"California","Salmonella enterica","Heidelberg; Saintpaul; Brandenburg","Confirmed; Confirmed; Confirmed","Prison/jail",157,1,0,"spread/filling, other","egg"
2005,6,"California","Salmonella enterica","Heidelberg; Saintpaul; Brandenburg","Confirmed; Confirmed; Confirmed","Prison/jail",157,1,0,"spread/filling, other","egg"
2006,1,"Connecticut","Norovirus Genogroup II","unknown","Confirmed","Banquet Facility (food prepared and served on-site)",59,0,0,"ice",NA
2005,11,"Michigan","Salmonella enterica","Heidelberg","Confirmed","Religious facility",75,5,0,"sandwich, other; vanilla cake",NA
2005,4,"Maryland","Norovirus Genogroup II","unknown","Confirmed","Other (describe in remarks)",148,0,0,"mixed fruit",NA
2006,1,"Ohio","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",113,23,0,"oil, unspecified; liver, chicken","egg; egg"
2005,8,"Minnesota","Salmonella enterica","Enteritidis","Confirmed","Private home/residence",27,6,0,"stuffed chicken",NA
2006,1,"California","Norovirus Genogroup II","unknown","Confirmed","Private home/residence; Caterer (food prepared off-site from where served); Religious facility",23,0,0,"alcohol",NA
2006,3,"Mississippi","Salmonella enterica","Heidelberg","Confirmed","Grocery store",25,12,0,"macaroni and cheese",NA
2006,2,"Arkansas","Salmonella enterica","Typhimurium","Confirmed","Restaurant - other or unknown type",161,7,0,"chicken, teriyaki; sushi, unspecified","chicken"
2006,4,"Tennessee","Norovirus Genogroup II","unknown","Confirmed","Caterer (food prepared off-site from where served)",70,1,0,"coleslaw",NA
2005,3,"Virginia","Salmonella enterica","Enteritidis","Confirmed","Prison/jail",27,1,0,"eggs, other","egg"
2006,6,"Connecticut","Norovirus Genogroup I","unknown","Confirmed","Banquet Facility (food prepared and served on-site); Other (describe in remarks)",34,0,0,"pizza, vegetable",NA
2006,6,"Minnesota","Salmonella enterica","Typhimurium","Confirmed","Restaurant - other or unknown type",50,6,0,"soup, other vegetable-based",NA
2006,6,"New York","Salmonella enterica","Heidelberg; Agona","Confirmed; Suspected","Restaurant - other or unknown type",32,0,0,"scallop, conch, sea cucumber",NA
2006,6,"New York","Salmonella enterica","Heidelberg; Agona","Confirmed; Suspected","Restaurant - other or unknown type",32,0,0,"scallop, conch, sea cucumber",NA
2006,4,"Michigan","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",108,5,0,"lettuce based salads",NA
2006,5,"California","Salmonella enterica","Newport","Confirmed","Private home/residence; Other (describe in remarks)",24,NA,NA,"multiple foods",NA
2005,7,"Virginia","Salmonella enterica","Hartford","Confirmed","Restaurant - other or unknown type",29,3,0,"house salad",NA
2006,5,"Wisconsin","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",48,2,0,"broccoli, unspecified",NA
2006,7,"Tennessee","Salmonella enterica","Anatum","Confirmed","Restaurant - other or unknown type",55,7,0,"pork, bbq",NA
2005,7,"Virginia","Salmonella enterica","Typhimurium","Confirmed","Restaurant - other or unknown type; Private home/residence; Caterer (food prepared off-site from where served)",37,2,0,"chicken biryani",NA
2006,5,"Michigan","Norovirus Genogroup II","unknown","Confirmed","Private home/residence",23,NA,NA,"jello salad",NA
2006,4,"Michigan","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",70,0,0,"salad dressing, unspecified",NA
2006,5,"Colorado","Salmonella enterica","Heidelberg","Confirmed","Restaurant - other or unknown type",22,6,0,"chicken, teriyaki",NA
2006,7,"California","Norovirus Genogroup II","unknown","Confirmed","Private home/residence",32,0,0,"mixed fruit",NA
2006,3,"Arizona","Norovirus Genogroup II","unknown","Suspected","Caterer (food prepared off-site from where served)",26,0,0,"pie, apple",NA
2006,2,"Virginia","Salmonella enterica","Typhimurium","Confirmed","Prison/jail",40,1,0,"turkey, unspecified",NA
2006,8,"California","Salmonella enterica","Newport","Confirmed","Religious facility",27,2,0,"potato, boiled",NA
2005,5,"Multistate","Salmonella enterica","Typhimurium; Saintpaul","Confirmed; Confirmed","Other (describe in remarks)",157,NA,NA,"orange juice, unpasteurized",NA
2005,5,"Multistate","Salmonella enterica","Typhimurium; Saintpaul","Confirmed; Confirmed","Other (describe in remarks)",157,NA,NA,"orange juice, unpasteurized",NA
2005,5,"Multistate","Salmonella enterica","Typhimurium","Confirmed","Restaurant - other or unknown type",26,11,0,"ice cream, commercial",NA
2005,4,"Multistate","Escherichia coli","O157:H7","Confirmed","Private home/residence",60,11,NA,"ground beef, hamburger",NA
2005,4,"Multistate","Shiga toxin-producing","O157:H7","Confirmed","Private home/residence",60,11,NA,"ground beef, hamburger",NA
2005,7,"Multistate","Salmonella enterica","Newport","Confirmed","Restaurant - other or unknown type",72,8,0,"tomato, beefsteak","vine-stalk eg. tomato"
2005,9,"Multistate","Escherichia coli","O157:H7","Confirmed","Other (describe in remarks)",34,12,NA,"lettuce, prepackaged",NA
2005,9,"Multistate","Shiga toxin-producing","O157:H7","Confirmed","Other (describe in remarks)",34,12,NA,"lettuce, prepackaged",NA
2005,11,"Multistate","Salmonella enterica","Enteritidis; Typhimurium; Kentucky","Confirmed; Confirmed; Confirmed","Private home/residence",44,2,0,"stuffed chicken","chicken"
2005,11,"Multistate","Salmonella enterica","Enteritidis; Typhimurium; Kentucky","Confirmed; Confirmed; Confirmed","Private home/residence",44,2,0,"stuffed chicken","chicken"
2005,11,"Multistate","Salmonella enterica","Enteritidis; Typhimurium; Kentucky","Confirmed; Confirmed; Confirmed","Private home/residence",44,2,0,"stuffed chicken","chicken"
2005,7,"Multistate","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type; Private home/residence",23,5,0,"mayonnaise, homemade; cake, tiramisu; eggs, other; crab cakes","egg; egg; egg; egg"
2006,4,"California","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type; Caterer (food prepared off-site from where served)",56,0,0,"multiple foods",NA
2005,11,"Multistate","Salmonella enterica","Braenderup","Confirmed","Restaurant - other or unknown type",84,8,0,"roma tomato","vine-stalk eg. tomato"
2006,8,"North Carolina","Salmonella enterica","Bareilly","Confirmed","School/college/university",25,0,0,"ice tea",NA
2006,8,"California","Norovirus Genogroup II","unknown","Confirmed","Caterer (food prepared off-site from where served)",36,1,0,"caesar salad; salad, other; bread, unspecified",NA
2006,8,"Georgia","Salmonella enterica","Montevideo","Confirmed","Restaurant - other or unknown type",72,19,0,"sandwich, roast beef","beef"
2006,10,"South Carolina","Salmonella enterica","Thompson","Confirmed","Fair, festival, other temp or mobile services",100,3,0,"peanuts",NA
2006,10,"California","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",24,2,0,"multiple foods",NA
2006,7,"Wisconsin","Norovirus Genogroup II","unknown","Confirmed","Banquet Facility (food prepared and served on-site); Caterer (food prepared off-site from where served)",62,0,0,"cake, unspecified",NA
2006,7,"Michigan","Norovirus Genogroup I","unknown","Confirmed","Other (describe in remarks)",23,0,0,"salmon, smoked",NA
1999,10,"Multistate","Escherichia coli","O157:H7","Confirmed","Restaurant - other or unknown type; Long-term care/nursing home/assisted living facility",45,0,0,"romaine lettuce, unspecified; caesar salad","leafy green"
1999,10,"Multistate","Shiga toxin-producing","O157:H7","Confirmed","Restaurant - other or unknown type; Long-term care/nursing home/assisted living facility",45,0,0,"romaine lettuce, unspecified; caesar salad","leafy green"
2005,5,"Texas","Salmonella enterica","Braenderup","Confirmed",NA,25,NA,NA,"soup, chicken",NA
2006,8,"Pennsylvania","Salmonella enterica","Muenster","Confirmed","Restaurant - other or unknown type",60,2,0,"pork, bbq","pork"
2006,8,"California","Salmonella enterica","Agona","Confirmed","Private home/residence",40,0,0,"chicken","chicken"
2007,1,"Connecticut","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",30,0,0,"pizza, unspecified",NA
2006,4,"California","Norovirus Genogroup II","unknown","Confirmed",NA,21,NA,NA,"beans, unspecified",NA
2006,12,"Florida","Norovirus Genogroup I","unknown","Suspected","Restaurant - other or unknown type",43,0,0,"sandwich, submarine",NA
2006,12,"Iowa","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",32,1,0,"ham, other","leafy green; pork; wraps/tortillas"
2006,11,"Texas","Salmonella enterica","Newport","Confirmed","School/college/university",77,2,0,"turkey and gravy; tea, unspecified",NA
2006,4,"California","Salmonella enterica","Heidelberg","Confirmed","Restaurant - other or unknown type",22,5,0,"mayonnaise made with raw eggs",NA
2006,12,"Florida","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",24,2,0,"ice",NA
2006,7,"Oklahoma","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",21,0,0,"unspecified vegetables; lettuce based salads; shrimp dishes unspecified",NA
2006,6,"California","Salmonella enterica","Typhimurium","Confirmed","Banquet Facility (food prepared and served on-site); Other (describe in remarks)",39,0,0,"chicken skewers",NA
2006,9,"Arizona","Salmonella enterica","Oranienburg","Confirmed","Restaurant - other or unknown type",59,NA,0,"hard ice tea",NA
2006,12,"Wisconsin","Norovirus Genogroup II","unknown","Confirmed","Other (describe in remarks)",33,NA,0,"beef, other",NA
2006,12,"Michigan","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",61,1,0,"fruit salad; green salad; pasta salad",NA
2006,12,"Wisconsin","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",24,NA,0,"sausage, beef",NA
2007,1,"Georgia","Salmonella enterica","Montevideo","Confirmed","Restaurant - other or unknown type",31,14,0,"pork, smoked",NA
2006,5,"Indiana","Salmonella enterica","Typhimurium","Confirmed","Grocery store",199,39,0,"deli meat, unspecified",NA
2007,4,"Wisconsin","Norovirus Genogroup II","unknown","Confirmed","Caterer (food prepared off-site from where served)",86,0,0,"potato salad",NA
2007,5,"Ohio","Norovirus Genogroup I","unknown","Confirmed","Restaurant - other or unknown type",100,2,0,"sandwich, submarine",NA
2007,4,"Louisiana","Salmonella enterica","Braenderup","Confirmed",NA,31,5,1,"chicken, bbq","chicken"
2006,3,"Illinois","Salmonella enterica","Newport; Meleagridis","Confirmed; Confirmed","Unknown",96,36,0,"other cheese, unpasteurized",NA
2006,3,"Illinois","Salmonella enterica","Newport; Meleagridis","Confirmed; Confirmed","Unknown",96,36,0,"other cheese, unpasteurized",NA
2007,2,"California","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",27,0,0,"multiple foods",NA
2007,5,"California","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",25,1,0,"chicken stir fry",NA
2007,5,"Pennsylvania","Norovirus Genogroup I","GI_1","Confirmed","Prison/jail",98,0,0,"chicken; sandwich, chicken; ham, other; mixed vegetables, carrots and celery",NA
2007,6,"Maryland","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",94,1,0,"tap water",NA
2007,6,"Wisconsin","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type; Other (describe in remarks)",49,0,0,"mixed vegetables, unspecified",NA
2007,6,"Washington DC","Salmonella enterica","Newport","Confirmed","Restaurant - other or unknown type; Private home/residence",46,NA,NA,"tomato, unspecified; avocado, unspecified; guacamole, unspecified; cilantro, unspecified",NA
2007,6,"Illinois","Salmonella enterica","Heidelberg","Confirmed","Restaurant - other or unknown type; Fair, festival, other temp or mobile services",802,29,0,"hummus",NA
2006,6,"Multistate","Salmonella enterica","Newport","Confirmed","Restaurant - other or unknown type",115,8,0,"tomato, unspecified",NA
2006,8,"Multistate","Escherichia coli","O157:H7","Confirmed","Private home/residence; Other (describe in remarks)",238,103,5,"spinach",NA
2006,8,"Multistate","Shiga toxin-producing","O157:H7","Confirmed","Private home/residence; Other (describe in remarks)",238,103,5,"spinach",NA
2006,11,"Multistate","Escherichia coli","O157:H7","Confirmed","Restaurant - other or unknown type",77,55,0,"lettuce, unspecified",NA
2006,11,"Multistate","Shiga toxin-producing","O157:H7","Confirmed","Restaurant - other or unknown type",77,55,0,"lettuce, unspecified",NA
2006,11,"Multistate","Escherichia coli","O157:H7","Confirmed","Restaurant - other or unknown type",80,23,0,"lettuce, unspecified",NA
2006,11,"Multistate","Shiga toxin-producing","O157:H7","Confirmed","Restaurant - other or unknown type",80,23,0,"lettuce, unspecified",NA
2006,6,"Multistate","Salmonella enterica","Oranienburg","Confirmed","Long-term care/nursing home/assisted living facility; Hospital",41,7,0,"fruit salad",NA
2006,9,"Multistate","Salmonella enterica","Typhimurium","Confirmed","Restaurant - other or unknown type; Private home/residence",192,24,0,"tomato, unspecified",NA
2006,8,"Multistate","Salmonella enterica","Tennessee","Confirmed","Other (describe in remarks)",715,129,0,"peanut butter",NA
2007,7,"Minnesota","Escherichia coli","O157:H7","Confirmed","Other (describe in remarks)",26,2,0,"beans, baked; unknown fruit",NA
2007,7,"Minnesota","Shiga toxin-producing","O157:H7","Confirmed","Other (describe in remarks)",26,2,0,"beans, baked; unknown fruit",NA
2007,7,"Illinois","Norovirus Genogroup I","unknown","Suspected","Restaurant - other or unknown type; Private home/residence; Other (describe in remarks)",26,NA,NA,"ice water",NA
2007,2,"California","Salmonella enterica","Montevideo","Confirmed","Restaurant - other or unknown type; Private home/residence; Other (describe in remarks)",24,3,0,"bean sprouts",NA
2007,7,"California","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",24,0,0,"desserts",NA
2007,3,"Kentucky","Norovirus Genogroup II","unknown","Confirmed","Caterer (food prepared off-site from where served)",27,0,0,"sandwich, wrap","leafy green"
2007,6,"Alabama","Escherichia coli","O157:H7","Confirmed","Restaurant - other or unknown type",26,11,1,"lettuce-based salads unspecified",NA
2007,6,"Alabama","Shiga toxin-producing","O157:H7","Confirmed","Restaurant - other or unknown type",26,11,1,"lettuce-based salads unspecified",NA
2007,3,"North Carolina","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",31,4,0,"pudding, banana",NA
2007,7,"North Carolina","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",24,6,0,"pudding, banana",NA
